Unnamed: 0,ProdTaken,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Female,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
3955,0,28.0,1,9.0,3,4.0,5.0,3.0,0,3,1,2.0,21019.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2886,0,37.0,3,17.0,3,4.0,3.0,3.0,0,2,1,2.0,28658.0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
3216,0,57.0,1,16.0,4,4.0,3.0,4.0,0,2,0,1.0,21620.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1394,0,32.0,1,11.0,2,4.0,3.0,1.0,0,1,0,1.0,24679.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
3975,0,39.0,1,36.0,3,4.0,3.0,3.0,0,3,1,1.0,21084.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
4714,1,29.0,1,7.0,3,5.0,4.0,3.0,0,4,1,1.0,21274.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2606,0,29.0,1,28.0,3,4.0,3.0,3.0,0,2,0,1.0,21391.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1507,0,35.0,3,8.0,3,3.0,3.0,2.0,0,1,1,2.0,17014.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
1840,1,21.0,3,18.0,2,1.0,4.0,2.0,0,5,0,1.0,17716.0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
745,0,55.0,1,24.0,3,3.0,4.0,4.0,1,5,1,2.0,21385.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
853,0,19.0,1,15.0,2,3.0,5.0,2.0,0,3,0,0.0,17552.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
50,1,48.0,1,6.0,3,4.0,3.0,1.0,1,5,0,2.0,20381.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
2221,0,50.0,3,6.0,3,3.0,3.0,1.0,0,1,0,1.0,21347.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
3073,0,29.0,2,15.0,4,5.0,3.0,3.0,0,2,0,2.0,23614.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2459,0,30.0,1,28.0,3,3.0,5.0,3.0,0,5,1,2.0,28658.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2678,1,34.0,1,21.0,3,4.0,3.0,7.0,1,2,0,2.0,21114.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
299,0,51.0,1,8.0,2,5.0,4.0,6.0,0,2,0,0.0,20482.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
1439,0,36.0,3,9.0,3,4.0,3.0,1.0,0,3,1,0.0,22644.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
1704,1,33.0,1,20.0,2,3.0,3.0,6.0,1,1,1,1.0,17436.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2193,0,46.0,1,13.0,3,3.0,3.0,7.0,0,1,1,1.0,25845.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
2494,1,49.0,1,7.0,4,5.0,3.0,2.0,1,5,0,3.0,24059.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
4861,1,53.0,3,14.0,4,4.0,3.0,4.0,1,4,1,3.0,27124.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
1829,0,36.0,3,9.0,2,4.0,3.0,5.0,0,1,0,0.0,24699.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
319,0,32.0,3,14.0,3,4.0,4.0,2.0,1,2,1,0.0,20228.0,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
2357,0,42.0,1,32.0,2,3.0,5.0,4.0,1,3,0,0.0,28191.0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
4737,0,30.0,1,17.0,4,4.0,4.0,2.0,0,5,0,1.0,21969.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2906,0,35.0,3,28.0,4,3.0,3.0,3.0,0,3,1,1.0,24015.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
3421,0,35.0,1,33.0,4,5.0,3.0,3.0,0,1,1,1.0,20707.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3379,0,33.0,3,15.0,3,2.0,3.0,3.0,0,5,0,1.0,24887.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
1068,1,28.0,1,8.0,2,4.0,5.0,1.0,0,4,0,0.0,17561.0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
3850,0,55.0,1,17.0,4,4.0,5.0,8.0,1,1,0,1.0,23118.0,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
3182,0,40.0,1,7.0,4,5.0,3.0,3.0,0,3,0,2.0,31420.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3770,1,33.0,3,9.0,3,5.0,4.0,2.0,1,1,1,1.0,28585.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
2187,0,27.0,1,22.0,2,3.0,4.0,1.0,0,1,1,0.0,17811.0,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
422,1,19.0,2,8.0,2,4.0,3.0,2.0,0,3,1,1.0,17564.0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2543,0,45.0,1,30.0,4,4.0,4.0,6.0,0,3,1,1.0,20720.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
2031,0,52.0,3,9.0,2,4.0,5.0,2.0,0,5,1,0.0,31856.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
948,0,30.0,1,23.0,3,3.0,5.0,2.0,1,4,0,2.0,26916.0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
4009,0,55.0,1,9.0,3,4.0,3.0,2.0,0,4,0,1.0,32227.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
599,0,36.0,2,19.0,2,3.0,4.0,5.0,0,3,1,0.0,17143.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4182,0,46.0,1,27.0,4,4.0,3.0,2.0,1,3,1,2.0,32174.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
3262,0,32.0,3,27.0,4,2.0,3.0,2.0,0,5,1,2.0,21469.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3253,0,29.0,1,10.0,4,4.0,4.0,2.0,0,4,0,1.0,26333.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
3583,0,33.0,1,12.0,3,2.0,3.0,5.0,0,5,1,2.0,21990.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3974,0,33.0,1,7.0,3,4.0,3.0,3.0,1,4,1,2.0,24840.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
994,0,52.0,1,34.0,2,1.0,3.0,3.0,1,4,0,0.0,28247.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
4258,0,36.0,1,12.0,4,4.0,4.0,2.0,0,3,1,2.0,26773.0,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
2548,0,38.0,1,9.0,4,5.0,3.0,7.0,0,2,0,2.0,23841.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
3317,0,37.0,1,13.0,3,6.0,3.0,3.0,0,2,0,1.0,21419.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4044,0,44.0,1,35.0,4,2.0,3.0,6.0,0,3,0,3.0,23417.0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
4119,1,30.0,3,34.0,3,4.0,3.0,3.0,0,3,0,1.0,26317.0,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
4282,1,41.0,3,29.0,4,5.0,3.0,4.0,1,3,1,1.0,25058.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
4644,0,31.0,1,15.0,4,2.0,5.0,2.0,1,1,0,3.0,30094.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2206,0,48.0,1,10.0,3,4.0,3.0,1.0,0,5,1,0.0,25999.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3332,0,36.0,3,15.0,4,5.0,3.0,6.0,1,5,1,3.0,29055.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
2328,0,53.0,1,13.0,2,3.0,3.0,4.0,0,1,1,1.0,33606.0,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
3563,0,39.0,3,21.0,4,4.0,4.0,2.0,0,5,1,3.0,28602.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2445,0,50.0,1,15.0,4,5.0,4.0,3.0,0,3,1,3.0,23808.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1622,0,53.0,3,12.0,2,3.0,3.0,3.0,1,5,0,1.0,17306.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
4365,0,43.0,1,31.0,3,4.0,5.0,3.0,1,1,1,1.0,26084.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
2649,1,30.0,3,34.0,3,4.0,3.0,3.0,0,3,1,2.0,26317.0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
1443,0,42.0,1,8.0,2,3.0,3.0,6.0,0,3,1,1.0,33880.0,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
789,1,44.0,2,6.0,3,4.0,5.0,1.0,0,4,1,0.0,25482.0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
429,0,46.0,1,8.0,2,3.0,3.0,7.0,0,5,0,0.0,32861.0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3653,0,61.0,1,7.0,4,6.0,3.0,5.0,0,5,0,1.0,29561.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
3242,1,34.0,1,32.0,3,5.0,4.0,6.0,1,4,0,1.0,20991.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
1986,0,23.0,1,10.0,2,1.0,5.0,3.0,0,4,0,1.0,17819.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
4234,0,28.0,3,9.0,4,4.0,3.0,3.0,1,4,0,2.0,23156.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
2740,1,19.0,1,10.0,3,4.0,3.0,3.0,0,4,0,1.0,20098.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1255,1,33.0,3,22.0,3,3.0,5.0,3.0,1,5,0,0.0,23564.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2396,1,43.0,1,8.0,3,3.0,3.0,7.0,1,3,0,0.0,25231.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1808,0,30.0,3,11.0,1,4.0,3.0,2.0,0,1,1,0.0,21118.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
4274,0,58.0,1,7.0,3,4.0,3.0,4.0,0,3,0,2.0,25433.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
2610,0,42.0,1,21.0,3,4.0,3.0,6.0,0,4,1,2.0,21129.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1167,1,35.0,3,21.0,2,5.0,3.0,7.0,1,1,1,1.0,20440.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
3188,1,38.0,1,18.0,4,6.0,4.0,7.0,0,4,1,1.0,23455.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
797,1,26.0,1,27.0,2,3.0,3.0,2.0,0,5,1,1.0,17377.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2389,1,59.0,1,20.0,2,3.0,3.0,1.0,1,5,1,0.0,25512.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
554,0,27.0,1,13.0,2,4.0,5.0,1.0,0,3,1,0.0,21811.0,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
775,0,43.0,3,31.0,3,4.0,3.0,6.0,0,4,1,1.0,25798.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
3434,0,34.0,3,12.0,4,4.0,3.0,8.0,0,1,1,3.0,28676.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
4109,0,38.0,1,28.0,4,2.0,5.0,3.0,1,3,1,1.0,22242.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2894,0,32.0,3,9.0,4,4.0,3.0,6.0,1,5,1,2.0,25260.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1690,0,36.0,1,11.0,3,3.0,4.0,1.0,0,1,1,1.0,20914.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
352,0,48.0,3,35.0,3,3.0,3.0,4.0,0,4,0,0.0,27504.0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
3117,0,34.0,1,7.0,4,5.0,5.0,5.0,1,4,0,1.0,21477.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
4219,0,37.0,1,31.0,3,4.0,4.0,2.0,0,3,1,2.0,24352.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
3274,0,42.0,1,19.0,3,4.0,3.0,5.0,1,3,1,1.0,23444.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1856,0,37.0,1,20.0,3,3.0,5.0,2.0,0,4,1,1.0,18034.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2284,0,40.0,1,20.0,2,4.0,3.0,2.0,0,3,1,1.0,34626.0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
3277,0,28.0,1,13.0,3,5.0,3.0,3.0,0,2,1,2.0,21217.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
145,0,30.0,1,11.0,2,3.0,5.0,6.0,0,5,1,1.0,18204.0,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1896,0,30.0,1,8.0,2,3.0,3.0,1.0,0,4,1,0.0,17564.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
438,0,35.0,1,22.0,3,3.0,3.0,5.0,1,2,0,1.0,22632.0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1574,0,37.0,1,8.0,3,4.0,3.0,6.0,0,1,1,2.0,20163.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
771,0,54.0,3,8.0,2,4.0,3.0,7.0,0,5,1,0.0,25686.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2264,0,34.0,1,9.0,2,3.0,3.0,1.0,0,1,1,0.0,22756.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
2962,0,39.0,3,14.0,3,5.0,3.0,2.0,0,2,1,2.0,22706.0,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
3495,0,45.0,3,7.0,4,4.0,3.0,2.0,0,4,1,2.0,23446.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
4582,0,29.0,1,16.0,4,4.0,3.0,7.0,0,3,0,1.0,21055.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
3223,1,52.0,1,11.0,3,4.0,3.0,2.0,1,2,1,2.0,21139.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4633,0,48.0,3,11.0,3,4.0,3.0,3.0,1,3,1,2.0,22841.0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
70,0,59.0,3,6.0,2,4.0,3.0,1.0,0,5,1,1.0,20473.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
2665,0,34.0,1,11.0,3,5.0,4.0,8.0,0,4,0,1.0,21300.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
2819,0,50.0,1,14.0,3,5.0,3.0,2.0,0,2,1,2.0,29643.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
3672,0,42.0,2,11.0,3,6.0,4.0,8.0,0,5,0,2.0,25108.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
4815,1,49.0,3,31.0,4,6.0,3.0,3.0,1,1,1,3.0,21237.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1597,1,19.0,3,28.0,2,3.0,3.0,2.0,1,1,1,0.0,16675.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
4148,1,34.0,1,21.0,3,4.0,3.0,7.0,1,1,1,2.0,21114.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3198,0,34.0,3,15.0,3,5.0,3.0,2.0,0,2,1,2.0,21020.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4173,1,32.0,1,36.0,4,5.0,4.0,2.0,0,3,0,3.0,22157.0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
2403,1,28.0,1,7.0,3,4.0,5.0,7.0,0,3,1,1.0,17080.0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2771,1,40.0,3,10.0,3,4.0,3.0,6.0,1,4,1,2.0,23916.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
2583,0,31.0,2,16.0,3,4.0,3.0,2.0,1,3,1,2.0,25025.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
3810,0,40.0,3,28.0,3,6.0,3.0,8.0,0,5,0,1.0,24414.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2117,0,35.0,1,31.0,3,4.0,4.0,4.0,0,3,1,1.0,25903.0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
3989,0,32.0,1,15.0,4,4.0,3.0,3.0,0,5,1,3.0,23102.0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
701,0,53.0,3,8.0,2,3.0,3.0,7.0,0,3,1,0.0,29852.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
894,0,54.0,1,9.0,2,3.0,3.0,4.0,0,5,1,1.0,32779.0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3602,0,38.0,1,26.0,3,4.0,3.0,5.0,0,1,0,1.0,24446.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
530,0,27.0,1,6.0,3,3.0,5.0,2.0,0,4,1,2.0,22412.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1397,0,54.0,1,15.0,3,3.0,3.0,4.0,0,5,0,1.0,17897.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
1749,0,50.0,1,10.0,3,3.0,4.0,4.0,0,5,0,1.0,34144.0,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
814,0,40.0,1,20.0,2,4.0,3.0,2.0,0,3,1,1.0,34626.0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
90,0,40.0,1,6.0,3,4.0,4.0,2.0,0,2,1,2.0,28503.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2301,1,31.0,1,21.0,3,3.0,3.0,2.0,0,4,1,0.0,17610.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3670,0,33.0,1,17.0,3,4.0,3.0,8.0,0,1,0,1.0,22111.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3178,0,23.0,1,15.0,4,6.0,5.0,3.0,0,2,1,1.0,21129.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4264,0,43.0,2,9.0,3,4.0,3.0,2.0,1,4,1,2.0,21374.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1287,0,42.0,1,19.0,3,1.0,5.0,6.0,0,4,1,0.0,20538.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
779,1,51.0,1,10.0,2,3.0,3.0,1.0,1,2,1,1.0,17461.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2252,0,30.0,1,26.0,2,3.0,5.0,1.0,0,4,0,1.0,24957.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
353,0,37.0,1,12.0,2,2.0,5.0,5.0,1,3,1,1.0,20974.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
692,0,32.0,1,9.0,3,3.0,5.0,2.0,0,2,1,1.0,21725.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
2539,0,55.0,1,9.0,3,4.0,3.0,2.0,0,4,1,1.0,32227.0,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3919,0,33.0,1,9.0,4,4.0,3.0,2.0,0,3,1,2.0,21746.0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
4084,0,28.0,1,24.0,3,4.0,4.0,2.0,1,4,0,1.0,21736.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1973,0,34.0,1,6.0,2,3.0,3.0,2.0,0,3,1,1.0,17691.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4394,1,31.0,3,19.0,4,5.0,5.0,3.0,0,5,1,3.0,20711.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3963,0,36.0,1,15.0,3,2.0,3.0,3.0,0,5,1,2.0,20947.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3251,0,39.0,3,17.0,4,5.0,3.0,2.0,1,3,1,1.0,27418.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
1278,0,36.0,1,16.0,2,3.0,5.0,1.0,1,5,1,1.0,23321.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
3510,0,34.0,1,11.0,3,5.0,4.0,2.0,0,1,0,1.0,22516.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
2307,0,40.0,1,15.0,2,3.0,3.0,1.0,0,4,1,1.0,28499.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
4561,0,36.0,1,32.0,4,5.0,4.0,5.0,0,3,1,2.0,29581.0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1774,0,39.0,1,6.0,2,1.0,3.0,1.0,0,3,1,0.0,24613.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
2005,0,41.0,2,16.0,3,4.0,3.0,4.0,0,1,1,1.0,34141.0,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
4049,0,37.0,1,13.0,3,4.0,4.0,8.0,0,4,0,2.0,23619.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
2059,1,29.0,1,6.0,2,4.0,5.0,2.0,1,1,0,0.0,17319.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
4787,0,37.0,1,13.0,3,6.0,3.0,3.0,0,1,1,1.0,21419.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2810,1,42.0,3,11.0,3,4.0,4.0,3.0,0,3,1,1.0,28033.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
4878,1,35.0,1,17.0,3,4.0,5.0,3.0,0,4,0,1.0,24803.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
2995,0,40.0,2,10.0,3,3.0,4.0,2.0,0,2,1,1.0,25067.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
3477,1,32.0,1,7.0,4,2.0,4.0,3.0,0,3,1,3.0,26124.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
549,0,34.0,1,14.0,3,3.0,3.0,4.0,0,4,1,1.0,21142.0,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False
637,0,32.0,1,6.0,3,3.0,3.0,1.0,0,5,0,0.0,17314.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1408,0,23.0,1,18.0,3,3.0,3.0,2.0,0,5,1,0.0,17647.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
738,0,39.0,1,6.0,3,4.0,3.0,2.0,0,3,0,1.0,27742.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3337,0,30.0,1,7.0,4,4.0,3.0,3.0,0,2,0,3.0,22438.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
816,0,39.0,1,15.0,3,3.0,4.0,21.0,0,2,1,0.0,21782.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1964,0,34.0,3,20.0,2,3.0,3.0,2.0,1,5,1,0.0,17579.0,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
4500,0,25.0,1,16.0,3,5.0,4.0,3.0,0,5,0,2.0,21372.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4829,1,22.0,3,25.0,4,4.0,3.0,2.0,1,5,0,2.0,21303.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
2997,0,41.0,1,9.0,3,5.0,3.0,2.0,1,3,1,2.0,21020.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
4745,1,32.0,1,22.0,4,4.0,3.0,3.0,0,4,1,1.0,21288.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2498,0,27.0,3,30.0,3,5.0,3.0,2.0,1,2,1,1.0,22835.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
3234,0,34.0,1,12.0,3,5.0,3.0,6.0,0,3,0,1.0,25797.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1844,0,28.0,3,15.0,3,3.0,3.0,2.0,0,3,1,1.0,20253.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
2721,0,39.0,3,14.0,3,3.0,5.0,3.0,1,3,0,1.0,24283.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
831,1,31.0,1,21.0,3,3.0,3.0,2.0,0,4,1,2.0,17610.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
794,0,34.0,1,9.0,2,3.0,3.0,1.0,0,2,1,0.0,22756.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
847,0,34.0,1,6.0,3,4.0,5.0,1.0,0,2,1,2.0,20343.0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
1593,0,51.0,1,12.0,2,3.0,3.0,1.0,0,5,1,1.0,34537.0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
3445,0,38.0,1,18.0,4,4.0,3.0,6.0,0,3,0,2.0,22307.0,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
601,0,40.0,1,22.0,2,4.0,3.0,7.0,0,5,1,1.0,20094.0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
2014,0,47.0,3,9.0,2,3.0,3.0,1.0,1,5,1,0.0,28770.0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
